grid_latitude,grid_longitude,runoff_value,runoff_coefficient,elevation_m,drainage_density_km_per_km2,total_population,slope
28.587501,76.875,0.40000001,0.5912955774096351,215.0,0.0,1645532.0,0.0007187064365076
28.587501,76.8875,0.40000001,0.5912955774096351,215.0,0.0,1645532.0,0.0007187064365076
28.587501,76.9,0.40000001,0.5912955774096351,215.0,0.0,1645532.0,0.0007187064365076
28.587501,76.9125,0.40000001,0.5912955774096351,215.0,0.0,1645532.0,0.0007187064365076
28.587501,76.925,0.40000001,0.5912955774096351,215.0,0.0,1645532.0,0.0007187064365076
28.587501,76.9375,0.40000001,0.5912955774096351,215.0,0.0,1645532.0,0.0007187064365076
28.587501,76.95,0.4715601435338729,0.4223114851936004,215.0,0.0,570368.0,0.0007187064365076
28.587501,76.9625,0.4715601435338729,0.4223114851936004,215.0,0.0,570368.0,0.0007187064365076
28.587501,76.975,0.4715601435338729,0.4223114851936004,215.0,0.0,570368.0,0.0007187064365076
28.587501,76.9875,0.4715601435338729,0.4223114851936004,215.0,0.0,570368.0,0.0007187064365076
28.587501,77.0,0.4715601435338729,0.4223114851936004,215.0,0.0,570368.0,0.0008271598381167
28.587501,77.0125,0.4715601435338729,0.4223114851936004,216.0,1.211463600108366,570368.0,0.0011531986277914
28.587501,77.025,0.4715601435338729,0.4223114851936004,216.0,1.377744763776272,254299.0,0.0019745850729704
28.587501,77.0375,0.4715601435338729,0.4223114851936004,214.0,0.6711173651378237,254299.0,0.0017885777133046
28.587501,77.05,0.4715601435338729,0.4223114851936004,212.0,0.7002505569535461,26828.0,0.0058873767577562
28.587501,77.0625,0.5016932774154846,0.3511542636632899,227.0,0.0,26828.0,0.000818912586094
28.587501,77.075,0.5567376062234042,0.2211710526783034,214.0,0.0513561275643755,31413.0,0.0017885777133046
28.587501,77.0875,0.5802933264407499,0.1655459189501936,223.0,0.0,35390.0,0.002954929319248
28.587501,77.1,0.4677186893433806,0.4313828021002764,221.0,0.0,54860.0,0.0055284903530576
28.587501,77.1125,0.4514770654891272,0.4697362249851871,220.0,0.0,194990.0,0.0043395393026322
28.587501,77.125,0.4594710531501182,0.4508589998967331,231.0,0.0262485681182978,194990.0,0.0096193043909866
28.587501,77.1375,0.4502689248871158,0.47258916184847,241.0,0.0,70071.0,0.0070322578027168
28.587501,77.15,0.4545212892375886,0.4625475102465157,243.0,0.0,70071.0,0.0050030059625808
28.587501,77.1625,0.456223416964539,0.4585280584292788,251.0,0.0,77340.0,0.0041103017318743
28.587501,77.175,0.4695124247411347,0.4271470253780073,233.0,0.0,195072.0,0.0085885124388139
28.587501,77.1875,0.4634042684066194,0.4415709958533156,234.0,0.0,195072.0,0.0073789686577588
28.587501,77.2,0.4353664420254137,0.507780299899627,215.0,0.833995417433894,195072.0,0.0065906054089378
28.587501,77.2125,0.470508287715721,0.4247953668158784,218.0,0.0,195072.0,0.0010895672377327
